iata,airport,city,state,country,lat,long
WNS,Shaheed Benazirabad Airport,,,,26.2194,68.390099
\N,Okara Cantonment Airstrip,,,,30.740999221800003,73.3576965332
PJG,Panjgur Airport,,,,26.954500198364258,64.13249969482422
PSI,Pasni Airport,,,,25.29050064086914,63.34510040283203
PEW,Peshawar International Airport,,,,33.993900299072266,71.51460266113281
\N,Qasim Airport,,,,33.56019973754883,73.033203125
UET,Quetta International Airport,,,,30.251399993896484,66.93779754638672
RYK,Shaikh Zaid Airport,,,,28.383899688720703,70.27960205078125
\N,Benazir Bhutto International Airport,,,,33.616699,73.099197
\N,Risalpur Air Base,,,,34.08110046386719,71.97260284423828
RAZ,Rawalakot Airport,,,,33.849700927734375,73.79810333251953
SKZ,Sukkur Airport,,,,27.722000122070312,68.79170227050781
SDT,Saidu Sharif Airport,,,,34.8135986328125,72.35279846191406
SUL,Sui Airport,,,,28.645099639892578,69.1769027709961
BDN,Talhar Airport,,,,24.84149932861328,68.8384017944336
WAF,Wana Airport,,,,32.3046989440918,69.57039642333984
PZH,Zhob Airport,,,,31.358400344848633,69.4636001586914
BSR,Basrah International Airport,,,,30.549100875854492,47.66210174560547
ALP,Aleppo International Airport,,,,36.18069839477539,37.22439956665039
DAM,Damascus International Airport,,,,33.4114990234375,36.51559829711914
DEZ,Deir ez-Zor Air Base,,,,35.2854,40.175999
LTK,Bassel Al-Assad International Airport,,,,35.401100158691406,35.948699951171875
PMS,Palmyra Airport,,,,34.5574,38.316898
DIA,Doha International Airport,,,,25.261101,51.565102
CIS,Canton Island Airport,,,,-2.7681200504300003,-171.710006714
ROP,Rota International Airport,,,,14.174300193786621,145.2429962158203
SPN,Saipan International Airport,,,,15.119,145.729004
UAM,Andersen Air Force Base,,,,13.584,144.929998
GUM,Antonio B. Won Pat International Airport,,,,13.4834003448,144.796005249
TIQ,Tinian International Airport,,,,14.999199867248535,145.61900329589844
MAJ,Marshall Islands International Airport,,,,7.064760208129883,171.27200317382812
\N,Dyess Army Air Field,,,,9.396889686580002,167.470993042
KWA,Bucholz Army Air Field,,,,8.720120429992676,167.73199462890625
CXI,Cassidy International Airport,,,,1.9861600399017334,-157.35000610351562
MDY,Henderson Field,,,,28.20170021057129,-177.38099670410156
TKK,Chuuk International Airport,,,,7.461870193481445,151.84300231933594
PNI,Pohnpei International Airport,,,,6.985099792480469,158.20899963378906
ROR,Babelthuap Airport,,,,7.36731,134.544236
KSA,Kosrae International Airport,,,,5.35698,162.957993
YAP,Yap International Airport,,,,9.49891,138.082993
KNH,Kinmen Airport,,,,24.4279,118.359001
\N,Pingtung South Airport,,,,22.672399520874023,120.46199798583984
\N,Longtan Air Base,,,,24.855100631713867,121.23799896240234
TTT,Taitung Airport,,,,22.7549991607666,121.10199737548828
GNI,Lyudao Airport,,,,22.673900604248047,121.46600341796875
KHH,Kaohsiung International Airport,,,,22.57710075378418,120.3499984741211
CYI,Chiayi Airport,,,,23.46179962158203,120.39299774169922
KYD,Lanyu Airport,,,,22.027000427246094,121.53500366210938
RMQ,Taichung Ching Chuang Kang Airport,,,,24.264699935913086,120.62100219726562
TNN,Tainan Airport,,,,22.95039939880371,120.20600128173828
HSZ,Hsinchu Air Base,,,,24.8180007935,120.939002991
MZG,Makung Airport,,,,23.568700790405273,119.62799835205078
\N,Chihhang Air Base,,,,22.793100357055664,121.18199920654297
PIF,Pingtung North Airport,,,,22.700199127197266,120.48200225830078
TSA,Taipei Songshan Airport,,,,25.069400787353516,121.552001953125
TPE,Taiwan Taoyuan International Airport,,,,25.0777,121.233002
WOT,Wang-an Airport,,,,23.367372512817383,119.50277709960938
HUN,Hualien Airport,,,,24.023099899291992,121.61799621582031
NRT,Narita International Airport,,,,35.7647018433,140.386001587
MMJ,Matsumoto Airport,,,,36.16680145263672,137.92300415039062
IBR,Hyakuri Airport,,,,36.181098938,140.414993286
MUS,Minami Torishima Airport,,,,24.2896995544,153.979003906
IWO,Iwo Jima Airport,,,,24.784000396728516,141.322998046875
SHM,Nanki Shirahama Airport,,,,33.6622009277,135.363998413
\N,Kohnan Airport,,,,34.59080123901367,133.93299865722656
OBO,Tokachi-Obihiro Airport,,,,42.7332992554,143.216995239
CTS,New Chitose Airport,,,,42.77519989013672,141.69200134277344
HKD,Hakodate Airport,,,,41.7700004578,140.822006226
\N,Chitose Air Base,,,,42.79449844359999,141.666000366
MMB,Memanbetsu Airport,,,,43.8805999756,144.164001465
SHB,Nakashibetsu Airport,,,,43.5774993896,144.960006714
\N,Tokachi Airport,,,,42.890499114990234,143.1580047607422
WKJ,Wakkanai Airport,,,,45.4042015076,141.800994873
IKI,Iki Airport,,,,33.7490005493,129.785003662
UBJ,Yamaguchi Ube Airport,,,,33.930000305200004,131.279006958
TSJ,Tsushima Airport,,,,34.2849006653,129.330993652
MBE,Monbetsu Airport,,,,44.303901672399995,143.404006958
AKJ,Asahikawa Airport,,,,43.670799255371094,142.44700622558594
OIR,Okushiri Airport,,,,42.0717010498,139.432998657
RIS,Rishiri Airport,,,,45.2420005798,141.186004639
\N,Ashiya Airport,,,,33.88309860229492,130.6529998779297
KUM,Yakushima Airport,,,,30.3855991364,130.658996582
FUJ,Fukue Airport,,,,32.66630172729492,128.83299255371094
FUK,Fukuoka Airport,,,,33.585899353027344,130.4510040283203
TNE,New Tanegashima Airport,,,,30.605100631699997,130.990997314
KOJ,Kagoshima Airport,,,,31.80340003967285,130.718994140625
KMI,Miyazaki Airport,,,,31.877199173,131.449005127
\N,Nyutabaru Airport,,,,32.08359909057617,131.4510040283203
OIT,Oita Airport,,,,33.479400634799994,131.736999512
KKJ,Kitakyūshū Airport,,,,33.8459014893,131.035003662
KMJ,Kumamoto Airport,,,,32.83729934692383,130.85499572753906
NGS,Nagasaki Airport,,,,32.916900634799994,129.914001465
\N,Kanoya Airport,,,,31.367599487304688,130.84500122070312
\N,Tsuiki Air Field,,,,33.6850013733,131.039993286
ASJ,Amami Airport,,,,28.430599212646484,129.71299743652344
OKE,Okierabu Airport,,,,27.4255008698,128.701004028
TKN,Tokunoshima Airport,,,,27.83639907836914,128.88099670410156
FKJ,Fukui Airport,,,,36.1427993774,136.223999023
QGU,Gifu Airport,,,,35.394100189208984,136.8699951171875
\N,Hamamatsu Airport,,,,34.75019836425781,137.7030029296875
KMQ,Komatsu Airport,,,,36.39459991455078,136.40699768066406
OKI,Oki Airport,,,,36.18109893798828,133.3249969482422
TOY,Toyama Airport,,,,36.64830017089844,137.18800354003906
\N,Shizuhama Airport,,,,34.812801361083984,138.29800415039062
HIJ,Hiroshima Airport,,,,34.4361000061,132.919006348
OKJ,Okayama Airport,,,,34.7569007874,133.854995728
IZO,Izumo Airport,,,,35.4136009216,132.88999939
\N,Hofu Airport,,,,34.034698486328125,131.5489959716797
YGJ,Miho Yonago Airport,,,,35.4921989440918,133.23599243164062
KCZ,Kōchi Ryōma Airport,,,,33.546101,133.669006
MYJ,Matsuyama Airport,,,,33.82720184326172,132.6999969482422
ITM,Osaka International Airport,,,,34.785499572753906,135.43800354003906
TTJ,Tottori Airport,,,,35.5301017761,134.167007446
TKS,Tokushima Airport/JMSDF Air Base,,,,34.132801,134.606995
TAK,Takamatsu Airport,,,,34.214199066199996,134.01600647
\N,Yao Airport,,,,34.59629821777344,135.60299682617188
\N,Ozuki Airport,,,,34.0452995300293,131.052001953125
AOJ,Aomori Airport,,,,40.73469924926758,140.6909942626953
GAJ,Yamagata Airport,,,,38.411899566699994,140.371002197
SDS,Sado Airport,,,,38.0601997375,138.414001465
HHE,Hachinohe Airport,,,,40.556400299072266,141.46600341796875
HNA,Hanamaki Airport,,,,39.4286003112793,141.13499450683594
AXT,Akita Airport,,,,39.6156005859375,140.218994140625
MSJ,Misawa Air Base,,,,40.703201293899994,141.367996216
SDJ,Sendai Airport,,,,38.1397018433,140.917007446
\N,Matsushima Air Base,,,,38.4048995972,141.220001221
NJA,Atsugi Naval Air Facility,,,,35.4546012878418,139.4499969482422
\N,Tateyama Airport,,,,34.987099,139.828995
HAC,Hachijojima Airport,,,,33.1150016785,139.785995483
\N,Iruma Air Base,,,,35.84189987182617,139.41099548339844
\N,Kisarazu Airport,,,,35.39830017089844,139.91000366210938
\N,Shimofusa Airport,,,,35.79890060424805,140.01100158691406
OIM,Oshima Airport,,,,34.782001495399996,139.36000061
\N,Kastner Army Heliport,,,,35.5138015747,139.393997192
HND,Tokyo Haneda International Airport,,,,35.552299,139.779999
OKO,Yokota Air Base,,,,35.74850082397461,139.34800720214844
KWJ,Gwangju Airport,,,,35.123173,126.805444
CHN,Jeon Ju Airport (G-703),,,,35.87808,127.119112
RSU,Yeosu Airport,,,,34.84230041503906,127.61699676513672
\N,Sokcho Airport,,,,38.142601013183594,128.5989990234375
KAG,Gangneung Airport (K-18),,,,37.753601,128.943915
CJU,Jeju International Airport,,,,33.51129913330078,126.49299621582031
CHF,Jinhae Airbase/Airport (G-813/K-10),,,,35.140248,128.696229
PUS,Gimhae International Airport,,,,35.1795005798,128.93800354
USN,Ulsan Airport,,,,35.59349823,129.352005005
\N,A 511 Airport,,,,36.96220016479492,127.03099822998047
SSN,Seoul Air Base (K-16),,,,37.444744,127.112718
OSN,Osan Air Base,,,,37.090599,127.029999
GMP,Gimpo International Airport,,,,37.5583,126.791
SWU,Suwon Airport,,,,37.23939895629883,127.00700378417969
KPO,Pohang Airport (G-815/K-3),,,,35.987955,129.420383
TAE,Daegu Airport,,,,35.896872,128.65531
YEC,Yecheon Airbase,,,,36.630373,128.34971
OKA,Naha Airport,,,,26.1958007812,127.646003723
\N,Ie Shima Auxiliary Air Base,,,,26.725757598876953,127.76490020751953
DNA,Kadena Air Base,,,,26.3556,127.767998
ISG,New Ishigaki Airport,,,,24.396389,124.245
UEO,Kumejima Airport,,,,26.363500595092773,126.71399688720703
MMD,Minami-Daito Airport,,,,25.8465003967,131.263000488
MMY,Miyako Airport,,,,24.782800674399997,125.294998169
KTD,Kitadaito Airport,,,,25.9447002411,131.32699585
SHI,Shimojishima Airport,,,,24.8267002106,125.144996643
TRA,Tarama Airport,,,,24.653900146499996,124.675003052
RNJ,Yoron Airport,,,,27.0440006256,128.401992798
\N,Futenma Marine Corps Air Station,,,,26.27429962158203,127.75599670410156
OGN,Yonaguni Airport,,,,24.466899871826172,122.97799682617188
MNL,Ninoy Aquino International Airport,,,,14.5086,121.019997
CBO,Awang Airport,,,,7.1652398109436035,124.20999908447266
\N,Cagayan De Oro Airport,,,,8.41562,124.611
PAG,Pagadian Airport,,,,7.83073144787,123.461179733
GES,General Santos International Airport,,,,6.05800008774,125.096000671
ZAM,Zamboanga International Airport,,,,6.922420024871826,122.05999755859375
BAG,Loakan Airport,,,,16.375099182128906,120.62000274658203
DTE,Daet Airport,,,,14.129199981689453,122.9800033569336
\N,Basa Air Base,,,,14.98724,120.492554
\N,Lingayen Airport,,,,16.034799575805664,120.24099731445312
SJI,San Jose Airport,,,,12.361499786399998,121.04699707
\N,Fernando Air Base,,,,13.954999923706055,121.125
MBO,Mamburao Airport,,,,13.208100318908691,120.6050033569336
\N,Vigan Airport,,,,17.555299758911133,120.35600280761719
BQA,Dr.Juan C. Angara Airport,,,,15.729309,121.500034
\N,Bagabag Airport,,,,16.6192,121.251999
TAC,Daniel Z. Romualdez Airport,,,,11.228035,125.027761
BCD,Bacolod-Silay Airport,,,,10.7764,123.014999
DGT,Sibulan Airport,,,,9.3337097168,123.300003052
MPH,Godofredo P. Ramos Airport,,,,11.9245,121.954002
\N,Guiuan Airport,,,,11.0354995728,125.741996765
ILO,Iloilo International Airport,,,,10.833017,122.493358
KLO,Kalibo International Airport,,,,11.679400444,122.375999451
PPS,Puerto Princesa Airport,,,,9.742119789123535,118.75900268554688
EUQ,Evelio Javier Airport,,,,10.765999794,121.932998657
COC,Comodoro Pierrestegui Airport,,,,-31.2969,-57.9966
GHU,Gualeguaychu Airport,,,,-33.0103,-58.6131
JNI,Junin Airport,,,,-34.5459,-60.9306
PRA,General Urquiza Airport,,,,-31.7948,-60.4804
ROS,Islas Malvinas Airport,,,,-32.9036,-60.785
SFN,Sauce Viejo Airport,,,,-31.7117,-60.8117
AEP,Jorge Newbery Airpark,,,,-34.5592,-58.4156
COR,Ingeniero Ambrosio Taravella Airport,,,,-31.323601,-64.208
\N,Chamical Airport,,,,-30.34530067,-66.29360198
FDO,San Fernando Airport,,,,-34.4532,-58.5896
\N,Mariano Moreno Airport,,,,-34.5606,-58.7896
LPG,La Plata Airport,,,,-34.9722,-57.8947
\N,Moron Airport,,,,-34.6763,-58.6428
EPA,El Palomar Airport,,,,-34.6099,-58.6126
HOS,Chos Malal Airport,,,,-37.444698333699996,-70.2225036621
GNR,Dr. Arturo H. Illia Airport,,,,-39.0007019043,-67.6204986572
MDZ,El Plumerillo Airport,,,,-32.8316993713,-68.7929000854
LGS,Comodoro D.R. Salomón Airport,,,,-35.493598938,-69.5743026733
AFA,Suboficial Ay Santiago Germano Airport,,,,-34.588299,-68.4039
CTC,Catamarca Airport,,,,-28.5956001282,-65.751701355
SDE,Vicecomodoro Angel D. La Paz Aragonés Airport,,,,-27.765556335399996,-64.3099975586
\N,Tinogasta Airport,,,,-28.0377998352,-67.5802993774
IRJ,Capitan V A Almonacid Airport,,,,-29.3815994263,-66.7957992554
\N,Chilecito Airport,,,,-29.2238998413,-67.4389038086
TUC,Teniente Benjamin Matienzo Airport,,,,-26.8409,-65.104897
UAQ,Domingo Faustino Sarmiento Airport,,,,-31.571501,-68.418198
RCU,Area De Material Airport,,,,-33.0850982666,-64.2612991333
VDR,Villa Dolores Airport,,,,-31.9451999664,-65.1463012695
\N,La Quiaca Airport,,,,-22.1506004333,-65.57749938959999
\N,Marcos Juarez Airport,,,,-32.6836,-62.157801
VME,Villa Reynolds Airport,,,,-33.7299003601,-65.3873977661
LUQ,Brigadier Mayor D Cesar Raul Ojeda Airport,,,,-33.2732009888,-66.3563995361
CNQ,Corrientes Airport,,,,-27.4455,-58.7619
RES,Resistencia International Airport,,,,-27.45,-59.0561
FMA,Formosa Airport,,,,-26.2127,-58.2281
IGR,Cataratas Del Iguazú International Airport,,,,-25.737301,-54.4734
AOL,Paso De Los Libres Airport,,,,-29.6894,-57.1521
MCS,Monte Caseros Airport,,,,-30.2719,-57.6402
PSS,Libertador Gral D Jose De San Martin Airport,,,,-27.3858,-55.9707
PRQ,Termal Airport,,,,-26.753611,-60.492222
SLA,Martin Miguel De Guemes International Airport,,,,-24.856000900299996,-65.4861984253
JUJ,Gobernador Horacio Guzman International Airport,,,,-24.392799,-65.097801
ORA,Orán Airport,,,,-23.1527996063,-64.3292007446
\N,Laboulaye Airport,,,,-34.1353988647,-63.36230087279999
ELO,El Dorado Airport,,,,-26.3974990845,-54.5746994019
OYA,Goya Airport,,,,-29.1058,-59.2189
\N,Oberá Airport,,,,-27.5181999207,-55.1241989136
RCQ,Reconquista Airport,,,,-29.2103,-59.68
UZU,Curuzu Cuatia Airport,,,,-29.7706,-57.9789
EHL,El Bolson Airport,,,,-41.9431991577,-71.5323028564
CRD,General E. Mosconi Airport,,,,-45.7853,-67.4655
EQS,Brigadier Antonio Parodi Airport,,,,-42.908000946,-71.139503479
REL,Almirante Marco Andres Zar Airport,,,,-43.2105,-65.2703
VDM,Gobernador Castello Airport,,,,-40.8692,-63.0004
PMY,El Tehuelche Airport,,,,-42.7592,-65.1027
\N,Marambio Base,,,,-64.2382965088,-56.6307983398
PUD,Puerto Deseado Airport,,,,-47.7353,-65.9041
RGA,Hermes Quijada International Airport,,,,-53.7777,-67.7494
RGL,Piloto Civil N. Fernández Airport,,,,-51.6089,-69.3126
USH,Malvinas Argentinas Airport,,,,-54.8433,-68.2958
ULA,Capitan D Daniel Vazquez Airport,,,,-49.3068,-67.8026
PMQ,Perito Moreno Airport,,,,-46.537899,-70.978699
RZA,Santa Cruz Airport,,,,-50.0165,-68.5792
BHI,Comandante Espora Airport,,,,-38.725,-62.1693
CSZ,Brigadier D.H.E. Ruiz Airport,,,,-37.446098,-61.889301
OVR,Olavarria Airport,,,,-36.8899993896,-60.216598510699995
GPO,General Pico Airport,,,,-35.6962013245,-63.7583007812
OYO,Tres Arroyos Airport,,,,-38.3869,-60.3297
\N,Bolivar Airport,,,,-36.1866,-61.0764
MDQ,Ástor Piazzola International Airport,,,,-37.9342,-57.5733
NQN,Presidente Peron Airport,,,,-38.949001,-68.155701
PEH,Comodoro Pedro Zanni Airport,,,,-35.8446,-61.8576
RSA,Santa Rosa Airport,,,,-36.588299,-64.275703
BRC,San Carlos De Bariloche Airport,,,,-41.151199,-71.157501
TDL,Héroes De Malvinas Airport,,,,-37.2374000549,-59.2279014587
VLG,Villa Gesell Airport,,,,-37.2354,-57.0292
CUT,Cutral-Co Airport,,,,-38.939701080300004,-69.2646026611
CPC,Aviador C. Campos Airport,,,,-40.075401,-71.137299
CDJ,Conceição do Araguaia Airport,,,,-8.348349571228027,-49.30149841308594
\N,Campo Délio Jardim de Mattos Airport,,,,-22.875099,-43.384701
\N,Amapá Airport,,,,2.07751,-50.8582
AQA,Araraquara Airport,,,,-21.812000274699997,-48.1329994202
AJU,Santa Maria Airport,,,,-10.984000206,-37.0703010559
AFL,Piloto Osvaldo Marques Dias Airport,,,,-9.8663892746,-56.1049995422
ARU,Araçatuba Airport,,,,-21.1413002014,-50.4247016907
BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,,,,-1.3792500495900002,-48.4762992859
BGX,Comandante Gustavo Kraemer Airport,,,,-31.39049911499,-54.112201690674
PLU,Pampulha - Carlos Drummond de Andrade Airport,,,,-19.851200103759766,-43.950599670410156
BFH,Bacacheri Airport,,,,-25.4050998688,-49.23199844359999
\N,Major Brigadeiro Doorgal Borges Airport,,,,-21.2672,-43.761101
BSB,Presidente Juscelino Kubistschek International Airport,,,,-15.86916732788086,-47.920833587646484
BAU,Bauru Airport,,,,-22.3449993134,-49.0537986755
BVB,Atlas Brasil Cantanhede Airport,,,,2.84138894081,-60.6922225952
BPG,Barra do Garças Airport,,,,-15.861300468400001,-52.3889007568
CAC,Cascavel Airport,,,,-25.0002994537,-53.500801086399996
\N,Cachimbo Airport,,,,-9.33393955231,-54.9654006958
CNF,Tancredo Neves International Airport,,,,-19.62444305419922,-43.97194290161133
CGR,Campo Grande Airport,,,,-20.468700408900002,-54.6725006104
XAP,Serafin Enoss Bertaso Airport,,,,-27.134199142456,-52.656600952148
CLN,Brig. Lysias Augusto Rodrigues Airport,,,,-7.32043981552124,-47.45869827270508
CCM,Diomício Freitas Airport,,,,-28.7244434357,-49.4213905334
\N,Canoas Air Force Base,,,,-29.945928,-51.144413
CAW,Bartolomeu Lisandro Airport,,,,-21.698299408,-41.301700592
CMG,Corumbá International Airport,,,,-19.0119438171,-57.6713905334
CWB,Afonso Pena Airport,,,,-25.5284996033,-49.1758003235
CRQ,Caravelas Airport,,,,-17.652299880981,-39.253101348877
CXJ,Hugo Cantergiani Regional Airport,,,,-29.197099685699996,-51.1875
CGB,Marechal Rondon Airport,,,,-15.6528997421,-56.1166992188
CZS,Cruzeiro do Sul Airport,,,,-7.59990978241,-72.7695007324
PPB,Presidente Prudente Airport,,,,-22.1751003265,-51.4245986938
MAO,Eduardo Gomes International Airport,,,,-3.0386099815368652,-60.04970169067383
JCR,Jacareacanga Airport,,,,-6.233160018920898,-57.77690124511719
\N,São Pedro da Aldeia Airport,,,,-22.81290054321289,-42.09260177612305
IGU,Cataratas International Airport,,,,-25.600278854370117,-54.48500061035156
FLN,Hercílio Luz International Airport,,,,-27.670278549194336,-48.5525016784668
FEN,Fernando de Noronha Airport,,,,-3.85493,-32.423302
\N,Furnas Airport,,,,-20.702800750732422,-46.33530044555664
FOR,Pinto Martins International Airport,,,,-3.776279926300049,-38.53260040283203
GIG,Rio Galeão – Tom Jobim International Airport,,,,-22.8099994659,-43.2505569458
GJM,Guajará-Mirim Airport,,,,-10.786399841308594,-65.28479766845703
GYN,Santa Genoveva Airport,,,,-16.631999969482422,-49.220699310302734
\N,EMBRAER - Unidade Gavião Peixoto Airport,,,,-21.773700714111328,-48.40510177612305
GRU,Guarulhos - Governador André Franco Montoro International Airport,,,,-23.435556411743164,-46.47305679321289
GUJ,Guaratinguetá Airport,,,,-22.79159927368164,-45.20479965209961
ATM,Altamira Airport,,,,-3.2539100646973,-52.254001617432
ITA,Itacoatiara Airport,,,,-3.1272599697113037,-58.481201171875
ITB,Itaituba Airport,,,,-4.2423400878906,-56.000701904297
IOS,Bahia - Jorge Amado Airport,,,,-14.815999984741,-39.033199310303
IPN,Usiminas Airport,,,,-19.470699310303,-42.487598419189
ITR,Francisco Vilela do Amaral Airport,,,,-18.4447002411,-49.2134017944
IMP,Prefeito Renato Moreira Airport,,,,-5.53129,-47.459999
\N,Belém/Brigadeiro Protásio de Oliveira Airport,,,,-1.4141600132,-48.4607009888
JDF,Francisco de Assis Airport,,,,-21.791500091552734,-43.38679885864258
JPA,Presidente Castro Pinto International Airport,,,,-7.145833015440001,-34.9486122131
JOI,Lauro Carneiro de Loyola Airport,,,,-26.22450065612793,-48.797401428222656
CPV,Presidente João Suassuna Airport,,,,-7.26992,-35.8964
VCP,Viracopos International Airport,,,,-23.0074005127,-47.1344985962
LAJ,Lages Airport,,,,-27.782100677499997,-50.28150177
LIP,Lins Airport,,,,-21.663999557495,-49.730499267578
LDB,Governador José Richa Airport,,,,-23.333599090599996,-51.1301002502
LAZ,Bom Jesus da Lapa Airport,,,,-13.2621002197,-43.4081001282
\N,Lagoa Santa Airport,,,,-19.66160011291504,-43.896400451660156
MAB,João Correa da Rocha Airport,,,,-5.36858987808,-49.138000488299994
MEU,Monte Dourado Airport,,,,-0.889839,-52.6022
MGF,Regional de Maringá - Sílvio Nane Junior Airport,,,,-23.479444503799996,-52.01222229
MOC,Mário Ribeiro Airport,,,,-16.706899642899998,-43.818901062
PLL,Ponta Pelada Airport,,,,-3.1460399627685547,-59.98630142211914
MCZ,Zumbi dos Palmares Airport,,,,-9.510809898376465,-35.79169845581055
MCP,Alberto Alcolumbre Airport,,,,0.0506640002131,-51.0722007751
MVF,Dix-Sept Rosado Airport,,,,-5.2019200324999995,-37.3642997742
\N,Campo de Marte Airport,,,,-23.5090999603,-46.6377983093
MNX,Manicoré Airport,,,,-5.8113799095154,-61.278301239014
NVT,Ministro Victor Konder International Airport,,,,-26.879999,-48.651402
GEL,Santo Ângelo Airport,,,,-28.2817,-54.169102
NAT,Governador Aluízio Alves International Airport,,,,-5.768056,-35.376111
OYK,Oiapoque Airport,,,,3.85548996925354,-51.79690170288086
POA,Salgado Filho Airport,,,,-29.994400024414062,-51.1713981628418
PHB,Prefeito Doutor João Silva Filho Airport,,,,-2.89374995232,-41.73199844359999
POO,Poços de Caldas - Embaixador Walther Moreira Salles Airport,,,,-21.843000411987,-46.567901611328
PFB,Lauro Kurtz Airport,,,,-28.243999,-52.326599
PET,João Simões Lopes Neto International Airport,,,,-31.718399,-52.327702
PNZ,Senador Nilo Coelho Airport,,,,-9.362409591674805,-40.56909942626953
PNB,Porto Nacional Airport,,,,-10.719400405883789,-48.39970016479492
PMG,Ponta Porã Airport,,,,-22.54960060119629,-55.702598571777344
PVH,Governador Jorge Teixeira de Oliveira Airport,,,,-8.70928955078125,-63.90230178833008
RBR,Plácido de Castro Airport,,,,-9.868888854980469,-67.89805603027344
REC,Guararapes - Gilberto Freyre International Airport,,,,-8.126489639282227,-34.92359924316406
SDU,Santos Dumont Airport,,,,-22.910499572799996,-43.1631011963
RAO,Leite Lopes Airport,,,,-21.136388778686523,-47.776668548583984
SNZ,Santa Cruz Air Force Base,,,,-22.9324,-43.719101
SJK,Professor Urbano Ernesto Stumpf Airport,,,,-23.22920036315918,-45.86149978637695
SLZ,Marechal Cunha Machado International Airport,,,,-2.585360050201416,-44.234100341796875
CGH,Congonhas Airport,,,,-23.626110076904297,-46.65638732910156
SJP,Prof. Eribelto Manoel Reino State Airport,,,,-20.816600799599996,-49.40650177
SSZ,Base Aérea de Santos Airport,,,,-23.928056716918945,-46.299720764160156
SSA,Deputado Luiz Eduardo Magalhães International Airport,,,,-12.9086112976,-38.3224983215
TMT,Trombetas Airport,,,,-1.489599943161,-56.396800994873
THE,Senador Petrônio Portela Airport,,,,-5.0599398613,-42.8235015869
TFF,Tefé Airport,,,,-3.38294005394,-64.7240982056
TRQ,Tarauacá Airport,,,,-8.1552600860596,-70.783302307129
TEC,Telêmaco Borba Airport,,,,-24.317800521850586,-50.6515998840332
\N,Tiriós Airport,,,,2.22347,-55.946098
TBT,Tabatinga Airport,,,,-4.2556700706482,-69.93579864502
TUR,Tucuruí Airport,,,,-3.7860100269318,-49.72029876709
SJL,São Gabriel da Cachoeira Airport,,,,-0.14835,-66.9855
PAV,Paulo Afonso Airport,,,,-9.4008798599243,-38.250598907471
URG,Rubem Berta Airport,,,,-29.7821998596,-57.0382003784
UDI,Ten. Cel. Aviador César Bombonato Airport,,,,-18.883612,-48.225277
UBA,Mário de Almeida Franco Airport,,,,-19.764722824097,-47.966110229492
VAG,Major Brigadeiro Trompowsky Airport,,,,-21.5900993347,-45.4733009338
BVH,Brigadeiro Camarão Airport,,,,-12.694399833679,-60.098300933838
VIX,Eurico de Aguiar Salles Airport,,,,-20.258057,-40.286388
\N,Iauaretê Airport,,,,0.6075000166893,-69.18579864502
QPS,Campo Fontenelle Airport,,,,-21.984600067138672,-47.334800720214844
ARI,Chacalluta Airport,,,,-18.348499,-70.338699
BBA,Balmaceda Airport,,,,-45.916099548339844,-71.68949890136719
\N,El Bosque Airport,,,,-33.561798095703125,-70.68840026855469
CCH,Chile Chico Airport,,,,-46.58330154418945,-71.6874008178711
CJC,El Loa Airport,,,,-22.498199462890625,-68.90360260009766
YAI,Gral. Bernardo O´Higgins Airport,,,,-36.58250045776367,-72.03140258789062
PUQ,Pdte. Carlos Ibañez del Campo Airport,,,,-53.002602,-70.854599
GXQ,Teniente Vidal Airport,,,,-45.594200134277344,-72.1061019897461
IQQ,Diego Aracena Airport,,,,-20.535200119018555,-70.1812973022461
SCL,Comodoro Arturo Merino Benítez International Airport,,,,-33.393001556396484,-70.78579711914062
ANF,Andrés Sabella Gálvez International Airport,,,,-23.444501,-70.445099
WPR,Capitan Fuentes Martinez Airport Airport,,,,-53.253700256347656,-70.31919860839844
FFU,Futaleufú Airport,,,,-43.18920135498047,-71.8510971069336
LSQ,María Dolores Airport,,,,-37.40169906616211,-72.42539978027344
WPU,Guardiamarina Zañartu Airport,,,,-54.93109893798828,-67.62629699707031
CCP,Carriel Sur Airport,,,,-36.772701,-73.063103
IPC,Mataveri Airport,,,,-27.1648006439,-109.42199707
ZOS,Cañal Bajo Carlos - Hott Siebert Airport,,,,-40.61119842529297,-73.06099700927734
VLR,Vallenar Airport,,,,-28.596399307250977,-70.75599670410156
QRC,De La Independencia Airport,,,,-34.17369842529297,-70.77570343017578
TNM,Teniente Rodolfo Marsh Martin Base,,,,-62.1907997131,-58.9866981506
LSC,La Florida Airport,,,,-29.916201,-71.199501
\N,Eulogio Sánchez Airport,,,,-33.456298828125,-70.54669952392578
PZS,Maquehue Airport,,,,-38.766799926758,-72.637100219727
PMC,El Tepual Airport,,,,-41.438899993896484,-73.09400177001953
WCH,Chaitén Airport,,,,-42.93280029296875,-72.6990966796875
ZAL,Pichoy Airport,,,,-39.6500015259,-73.0860977173
ATF,Chachoán Airport,,,,-1.2120699882507324,-78.57460021972656
\N,Hacienda Clementina Airport,,,,-1.7062699794769287,-79.37889862060547
OCC,Francisco De Orellana Airport,,,,-0.4628860056400299,-76.98680114746094
CUE,Mariscal Lamar Airport,,,,-2.88947,-78.984398
GPS,Seymour Airport,,,,-0.45375800132751465,-90.26589965820312
